company_name,uen_no,workhead,grade,additional_info,expiry_date,building_no,street_name,unit_no,building_name,postal_code,tel_no
AKS ELECTRICAL PTE. LTD.,200917418C,ME04,L1,na,1/11/2018,80,PLAYFAIR ROAD,#04-13E,KAPO FACTORY BUILDING,367998,62803208
AKS ELECTRICAL PTE. LTD.,200917418C,ME05,L1,na,1/11/2018,80,PLAYFAIR ROAD,#04-13E,KAPO FACTORY BUILDING,367998,62803208
AKS ELECTRICAL PTE. LTD.,200917418C,CR01,Single Grade,na,1/11/2018,80,PLAYFAIR ROAD,#04-13E,KAPO FACTORY BUILDING,367998,62803208
AKTA ENGINEERING PTE. LTD.,201620424H,CR01,Single Grade,na,1/11/2019,251,CHOA CHU KANG AVENUE 2,#04-300,na,680251,82333415
AKTECK PTE. LTD.,201432975Z,ME01,L1,na,1/1/2018,72,BENDEMEER ROAD,#05-21,LUZERNE,339941,63271158
AKTIFF TG ENTERPRISE,52815172W,ME01,L1,na,1/4/2019,1002,TOA PAYOH INDUSTRIAL PARK,#02-1409,na,319074,63562112
AKTIVAC ENGINEERING PTE.LTD.,201113362R,ME05,L2,na,1/10/2017,7,GAMBAS CRESCENT,#06-13,ARK@GAMBAS,757087,62509088
AKTIVAC ENGINEERING PTE.LTD.,201113362R,ME12,L2,na,1/10/2017,7,GAMBAS CRESCENT,#06-13,ARK@GAMBAS,757087,62509088
AL - POWER TECHNOLOGIES PTE. LTD.,201013037E,ME07,L1,na,1/1/2020,1,SUNVIEW ROAD,#02-17,ECO TECH@SUNVIEW ,627615,62641447
AL - POWER TECHNOLOGIES PTE. LTD.,201013037E,CR01,Single Grade,na,1/1/2020,1,SUNVIEW ROAD,#02-17,ECO TECH@SUNVIEW ,627615,62641447
AL BRIGHT CONSTRUCTION PTE. LTD.,200904197C,CR01,Single Grade,na,1/9/2019,62,TUAS SOUTH AVENUE 2,na,TUAS BAY INDUSTRIAL CENTER,637526,67950056
AL ENG. & CONSTRUCTION SERVICE PTE. LTD.,201230130W,CR01,Single Grade,na,1/11/2017,1,SOPHIA ROAD,#03-K44,PEACE CENTRE,228149,63367201
AL ENGINEERING & CONSULTANCY PTE.  LTD.,200904938M,SY10,L1,na,1/4/2018,50,TUAS AVENUE 11,#01-27,TUAS LOT,639107,63389118
AL'CAT MARKETING PTE. LTD.,200311101H,ME04,L1,na,1/5/2017,8,BURN ROAD,#04-07,TRIVEX,369977,63896773
AL'FRESCO ELITE SYSTEM PTE LTD,199301190Z,CR06,L1,na,1/7/2018,23,KAKI BUKIT ROAD 4,#01-16,SYNERGY @ KB,417801,67460148
AL-SUS INDUSTRIES PTE LTD,199206800E,ME09,L3,na,1/3/2018,13,KIAN TECK DRIVE,na,na,628830,62681211
AL-SUS INDUSTRIES PTE LTD,199206800E,CR16,L2,na,1/3/2018,13,KIAN TECK DRIVE,na,na,628830,62681211
AL-SUS INDUSTRIES PTE LTD,199206800E,RW02,Single Grade,na,1/3/2018,13,KIAN TECK DRIVE,na,na,628830,62681211
AL-SUS INDUSTRIES PTE LTD,199206800E,CR18,Single Grade,na,1/3/2018,13,KIAN TECK DRIVE,na,na,628830,62681211
AL-ZON ALUMINIUM PTE LIMITED,198102974W,CR16,L4,na,1/10/2017,4,TUAS SOUTH STREET 3,na,JURONG INDUSTRIAL ESTATE,638046,68613373
AL-ZON ALUMINIUM PTE LIMITED,198102974W,CR18,Single Grade,na,1/10/2017,4,TUAS SOUTH STREET 3,na,JURONG INDUSTRIAL ESTATE,638046,68613373
ALAMPANAI ENGINEERING PTE. LTD.,201128281R,CR01,Single Grade,na,1/11/2017,7,GAMBAS CRESCENT,#02-22,ARK@GAMBAS,757087,62982029
ALASKA AIR CONDITIONING & ENGINEERING SERVICES,52972207X,ME01,L1,na,1/9/2018,59,UBI AVENUE 1,#03-10,BIZLINK CENTRE,408938,64496001
ALBATROSS CONSORTIUM PTE. LTD.,200614093K,CR01,Single Grade,na,1/2/2018,10,ANSON ROAD,#10-11,INTERNATIONAL PLAZA,79903,62252028
ALBATROSS ELECTRICAL ENGINEERING PTE. LTD.,201433727E,ME05,L1,na,1/3/2018,15,YISHUN INDUSTRIAL STREET 1,#05-30,WIN5,768091,65705525
ALC ENGINEERING PTE LTD,201540308E,CR01,Single Grade,na,1/6/2019,20,WOODLANDS LINK,#04-03,na,738733,62532781
ALC TECHNOLOGIES PTE LTD,199201573C,ME02,L1,na,1/12/2018,998,TOA PAYOH NORTH,#07-07,na,318993,63541650
ALCANDO PTE. LTD.,200920629W,CR16,L1,na,1/4/2017,14,WOODLANDS IND PARK E1,na,na,757736,63697129
ALCHEMY CONSTRUCTION PTE LTD,200006043Z,CW01,C3,na,1/10/2019,21,BUKIT BATOK CRESCENT,#10-73,WCEGA TOWER,658065,65700368
ALCO AUTOMATION PTE LTD,199405472H,ME02,L2,na,1/10/2017,9 Tagore,"Lane, 9@Tagore",#01-09,na,787472,64830155
ALCO AUTOMATION PTE LTD,199405472H,SY05,L2,na,1/10/2017,9 Tagore,"Lane, 9@Tagore",#01-09,na,787472,64830155
ALCO SUNSHADE PTE.LTD.,200910284D,CR01,Single Grade,na,1/9/2019,30,KAKI BUKIT ROAD 3,#07-15,EMPIRE TECHNOCENTRE,417819,62426696
ALERT CO PTE. LTD.,201504886K,CR06,L1,na,1/3/2019,23,PIONEER ROAD NORTH,#01-117 ,na,628468,62642830
ALERT CO PTE. LTD.,201504886K,ME01,L1,na,1/3/2019,23,PIONEER ROAD NORTH,#01-117 ,na,628468,62642830
ALERT CO PTE. LTD.,201504886K,ME09,L1,na,1/3/2019,23,PIONEER ROAD NORTH,#01-117 ,na,628468,62642830
ALERT CO PTE. LTD.,201504886K,CR01,Single Grade,na,1/3/2019,23,PIONEER ROAD NORTH,#01-117 ,na,628468,62642830
ALERT CO PTE. LTD.,201504886K,RW02,Single Grade,na,1/3/2019,23,PIONEER ROAD NORTH,#01-117 ,na,628468,62642830
ALERTON ENGINEERING PTE LTD,199905418R,ME02,L1,na,1/6/2019,465,NORTH BRIDGE ROAD,#02-5079,na,191465,90220620
ALEXANDER S PTE LTD,201607106Z,CW01,C3,na,1/5/2019,109,GRACE WALK,na,na,554482,92723080
ALEXANDER S PTE LTD,201607106Z,CW02,C3,na,1/5/2019,109,GRACE WALK,na,na,554482,92723080
ALEXANDER S PTE LTD,201607106Z,CR07,L1,na,1/5/2019,109,GRACE WALK,na,na,554482,92723080
ALEXIUS DESIGN & CONTRACTS,09916100A,ME12,L1,na,1/7/2019,20,ANG MO KIO INDUSTRIAL PARK 2A,#04-31,AMK TECH LINK,567761,63820287
ALFA LAVAL SINGAPORE PTE LTD,199507724G,ME11,L2,na,1/9/2018,11,JOO KOON CIRCLE,na,na,629043,65592828
ALFA TECH VESTASIA PTE. LTD.,201004553W,CW01,C1,na,1/4/2018,46,KIM YAM ROAD,#03-03,THE HERENCIA,239351,64619300
ALFA TECH VESTASIA PTE. LTD.,201004553W,CR06,L3,na,1/4/2018,46,KIM YAM ROAD,#03-03,THE HERENCIA,239351,64619300
ALFA TECH VESTASIA PTE. LTD.,201004553W,ME01,L2,na,1/4/2018,46,KIM YAM ROAD,#03-03,THE HERENCIA,239351,64619300
ALFA TECH VESTASIA PTE. LTD.,201004553W,ME05,L2,na,1/4/2018,46,KIM YAM ROAD,#03-03,THE HERENCIA,239351,64619300
ALFA TECH VESTASIA PTE. LTD.,201004553W,ME06,L2,na,1/4/2018,46,KIM YAM ROAD,#03-03,THE HERENCIA,239351,64619300
ALFRENCH FACADE PTE. LTD.,201006510G,CR16,L4,na,1/4/2019,8,KAKI BUKIT AVENUE 4,#02-35,PREMIER @ KAKI BUKIT,415875,63416996
ALFRENCH FACADE PTE. LTD.,201006510G,RW01,Single Grade,na,1/4/2019,8,KAKI BUKIT AVENUE 4,#02-35,PREMIER @ KAKI BUKIT,415875,63416996
ALFRENCH FACADE PTE. LTD.,201006510G,CR01,Single Grade,na,1/4/2019,8,KAKI BUKIT AVENUE 4,#02-35,PREMIER @ KAKI BUKIT,415875,63416996
ALFRENCH FACADE PTE. LTD.,201006510G,CR17,Single Grade,na,1/4/2019,8,KAKI BUKIT AVENUE 4,#02-35,PREMIER @ KAKI BUKIT,415875,63416996
ALFRENCH FACADE PTE. LTD.,201006510G,CR18,Single Grade,na,1/4/2019,8,KAKI BUKIT AVENUE 4,#02-35,PREMIER @ KAKI BUKIT,415875,63416996
ALGAS ENGINEERING PTE. LTD.,200706972D,ME12,L3,na,1/9/2019,5042,ANG MO KIO INDUSTRIAL PARK 2,#01-515,na,569545,62956527
ALIF-ENGINEERING PTE. LTD.,200921963D,ME06,L1,na,1/10/2019,69,UBI ROAD 1,#06-26,OXLEY BIZHUB,408731,63844102
ALIGN ENGINEERING WORKS & CONSTRUCTION 1991 PTE LTD,199106353E,SY08,L1,na,1/7/2018,2021,Bukit Batok Street 23,#01-222,na,659526,65611281
ALL CONSTRUCTION ENGINEERING PTE LTD,199303413G,CW01,C3,na,1/4/2019,1,SUNVIEW ROAD,#02-37,ECO-TECH @ SUNVIEW,627615,63525101
ALL CONSTRUCTION ENGINEERING PTE LTD,199303413G,CR06,L1,na,1/4/2019,1,SUNVIEW ROAD,#02-37,ECO-TECH @ SUNVIEW,627615,63525101
ALL CONSTRUCTION ENGINEERING PTE LTD,199303413G,CR09,L1,na,1/4/2019,1,SUNVIEW ROAD,#02-37,ECO-TECH @ SUNVIEW,627615,63525101
ALL LINK (21) ENGINEERING PTE LTD,200312740M,ME01,L1,na,1/3/2018,3018,BEDOK NORTH STREET 5,#01-08,EASTLINK,486132,62424920
ALL LINK (21) ENGINEERING PTE LTD,200312740M,ME06,L5,na,1/3/2018,3018,BEDOK NORTH STREET 5,#01-08,EASTLINK,486132,62424920
ALL STRONG INTERNATIONAL PTE LTD,199802291Z,SY09,L1,na,1/4/2018,391B,ORCHARD ROAD,#13-09,NGEE ANN CITY TOWER B,238874,68380567
ALL WELL TRADING & TRANSPORTATION PTE. LTD.,198404235Z,SY01C,L1,na,1/9/2019,10,SUNGEI KADUT STREET 2,na,na,729231,63680311
ALL WERKZ PTE. LTD.,200511025K,CW01,C3,na,1/10/2019,2,YISHUN INDUSTRIAL STREET 1,#03-20,NORTH POINT BIZHUB,768159,68443119
ALL WERKZ PTE. LTD.,200511025K,CR06,L1,na,1/10/2019,2,YISHUN INDUSTRIAL STREET 1,#03-20,NORTH POINT BIZHUB,768159,68443119
ALL WERKZ PTE. LTD.,200511025K,CR16,L1,na,1/10/2019,2,YISHUN INDUSTRIAL STREET 1,#03-20,NORTH POINT BIZHUB,768159,68443119
ALL WERKZ PTE. LTD.,200511025K,CR01,Single Grade,na,1/10/2019,2,YISHUN INDUSTRIAL STREET 1,#03-20,NORTH POINT BIZHUB,768159,68443119
ALL WERKZ PTE. LTD.,200511025K,TR10,Single Grade,na,1/10/2019,2,YISHUN INDUSTRIAL STREET 1,#03-20,NORTH POINT BIZHUB,768159,68443119
ALLBEST CONTRACT SERVICES PTE. LTD.,201618214Z,ME01,L1,na,1/10/2019,3007,UBI ROAD 1,na,KAMPONG INDUSTRIAL ESTATE,408701,98507538
ALLGLASS SERVICES (S) PTE LTD,198403139M,CR16,L1,na,1/10/2018,112,NEYTHAL ROAD,na,na,628599,62683383
ALLGREEN TECHNOLOGY PTE LTD,201205634C,ME02,L1,na,1/11/2017,10,ADMIRALTY STREET,#03-11,NORTHLINK BUILDING,757695,67819933
ALLIANCE BUILDER PTE. LTD.,201604238E,CW01,C3,na,1/10/2019,7,YISHUN INDUSTRIAL STREET 1,#07-39,NORTHSPRING BIZHUB,768162,63529228
ALLIANCE BUILDER PTE. LTD.,201604238E,CW02,C3,na,1/10/2019,7,YISHUN INDUSTRIAL STREET 1,#07-39,NORTHSPRING BIZHUB,768162,63529228
ALLIANCE BUILDER PTE. LTD.,201604238E,CR07,L1,na,1/10/2019,7,YISHUN INDUSTRIAL STREET 1,#07-39,NORTHSPRING BIZHUB,768162,63529228
ALLIANCE CONCRETE SINGAPORE PTE. LTD.,200516266D,SY01B,L6,na,1/3/2018,72,SUNGEI KADUT STREET 1,na,na,729372,63688211
ALLIANCE FACADE ENGINEERING PTE. LTD.,200819850M,CR16,L1,na,1/3/2017,1,SUNVIEW ROAD,#08-65,ECO-TECH @ SUNVIEW,627615,62644420
ALLIANCE FACADE ENGINEERING PTE. LTD.,200819850M,CR01,Single Grade,na,1/3/2017,1,SUNVIEW ROAD,#08-65,ECO-TECH @ SUNVIEW,627615,62644420
ALLIANCE PANELS PTE. LTD.,200811392C,CR16,L1,na,1/7/2018,50A,SUNGEI KADUT STREET 1,na,na,729353,63626705
ALLIANCE PEST MANAGEMENT PTE LTD,199806315C,MW04,L2,na,1/12/2017,48,TOH GUAN ROAD EAST,#06-148,ENTERPRISE HUB,608586,65154646
ALLIANCZ INTERNATIONAL PTE. LTD.,200616212Z,CW01,C3,na,1/2/2018,27,UBI CRESCENT,na,na,408581,67433313
ALLIANCZ INTERNATIONAL PTE. LTD.,200616212Z,CR06,L1,na,1/2/2018,27,UBI CRESCENT,na,na,408581,67433313
ALLIANCZ INTERNATIONAL PTE. LTD.,200616212Z,CR18,Single Grade,na,1/2/2018,27,UBI CRESCENT,na,na,408581,67433313
ALLIED MFG PTE. LTD.,200802348C,CR06,L1,na,1/10/2019,203,WOODLANDS AVENUE 9,#03-52,WOODLANDS SPECTRUM II,738956,67556869
ALLIED MFG PTE. LTD.,200802348C,TR10,Single Grade,na,1/10/2019,203,WOODLANDS AVENUE 9,#03-52,WOODLANDS SPECTRUM II,738956,67556869
ALLIED TRANSMISSIONS (SEA) PTE LTD,199402592Z,SY09,L2,na,1/11/2017,8,PENJURU PLACE,#01-36,na,608780,63568922
ALLLINK CONSTRUCTION PTE LTD,201326213D,CW01,C3,na,1/11/2017,5,YISHUN INDUSTRIAL STREET 1,#02-17,NORTH SPRING BIZHUB,768161,62540678
ALLMASTER ENTERPRISE,20735700E,CR11,L1,na,1/5/2019,18,Tampines Industrial Crescent,#07-06,Space@Tampines,528605,64455301
ALLMASTER ENTERPRISE,20735700E,CR01,Single Grade,na,1/5/2019,18,Tampines Industrial Crescent,#07-06,Space@Tampines,528605,64455301
ALLTECH SYSTEMS PTE. LTD.,201110992M,ME01,L1,na,1/11/2019,7,KEPPEL ROAD,#02-05,TANJONG PAGAR COMPLEX,89053,96560150
ALLTECH SYSTEMS PTE. LTD.,201110992M,ME02,L1,na,1/11/2019,7,KEPPEL ROAD,#02-05,TANJONG PAGAR COMPLEX,89053,96560150
ALLTECH SYSTEMS PTE. LTD.,201110992M,ME04,L1,na,1/11/2019,7,KEPPEL ROAD,#02-05,TANJONG PAGAR COMPLEX,89053,96560150
ALMAX CONCEPTS PTE. LTD.,200415665K,CR06,L1,na,1/7/2018,3016,BEDOK NORTH AVENUE 4,#04-22,EASTECH,489947,64514459
ALN ENGINEERING PTE. LTD.,200513516N,CW01,C3,na,1/12/2017,3016,BEDOK NORTH AVENUE 4,#07-08,EASTECH,489947,67497445
ALN ENGINEERING PTE. LTD.,200513516N,CW02,C3,na,1/12/2017,3016,BEDOK NORTH AVENUE 4,#07-08,EASTECH,489947,67497445
ALNIFF INDUSTRIES PTE LTD,198302821N,ME09,L2,na,1/9/2017,33,KAKI BUKIT VIEW,na,KAKI BUKIT TECHPARK II,415965,67444288
ALNIFF INDUSTRIES PTE LTD,198302821N,ME11,L1,na,1/9/2017,33,KAKI BUKIT VIEW,na,KAKI BUKIT TECHPARK II,415965,67444288
ALNIFF INDUSTRIES PTE LTD,198302821N,RW02,Single Grade,na,1/9/2017,33,KAKI BUKIT VIEW,na,KAKI BUKIT TECHPARK II,415965,67444288
ALOFT BUILDERS PTE. LTD.,200607419D,CW01,C1,na,1/6/2017,37,LORONG 23 GEYLANG,#07-06,YU LI INDUSTRIAL BUILDING,388371,68484554
ALOFT BUILDERS PTE. LTD.,200607419D,CW02,C1,na,1/6/2017,37,LORONG 23 GEYLANG,#07-06,YU LI INDUSTRIAL BUILDING,388371,68484554
ALPEN ENGINEERING PTE LTD,201305800M,ME04,L1,na,1/8/2019,100,JALAN SULTAN,#07-00,SULTAN PLAZA,199001,67419419
ALPEN ENGINEERING PTE LTD,201305800M,ME05,L1,na,1/8/2019,100,JALAN SULTAN,#07-00,SULTAN PLAZA,199001,67419419
ALPEN ENGINEERING PTE LTD,201305800M,ME10,L1,na,1/8/2019,100,JALAN SULTAN,#07-00,SULTAN PLAZA,199001,67419419
ALPHA & OMEGA ENGINEERING SERVICES PTE. LTD.,201536064N,ME01,L1,na,1/5/2017,688B,CHOA CHU KANG DRIVE,#07-336,na,682688,98809964
ALPHA & OMEGA ENGINEERING SERVICES PTE. LTD.,201536064N,ME06,L1,na,1/5/2017,688B,CHOA CHU KANG DRIVE,#07-336,na,682688,98809964
ALPHA & OMEGA ENGINEERING SERVICES PTE. LTD.,201536064N,ME11,L1,na,1/5/2017,688B,CHOA CHU KANG DRIVE,#07-336,na,682688,98809964
ALPHA & OMEGA ENGINEERING SERVICES PTE. LTD.,201536064N,ME12,L2,na,1/5/2017,688B,CHOA CHU KANG DRIVE,#07-336,na,682688,98809964
ALPHA & OMEGA ENGINEERING SERVICES PTE. LTD.,201536064N,SY08,L1,na,1/5/2017,688B,CHOA CHU KANG DRIVE,#07-336,na,682688,98809964
ALPHA ACOUSTICS ENGINEERING PTE. LTD.,200404214D,CR06,L1,na,1/11/2018,26,SIN MING LANE,#04-113,MIDVIEW CITY,573971,68468872
ALPHA ACOUSTICS ENGINEERING PTE. LTD.,200404214D,CR01,Single Grade,na,1/11/2018,26,SIN MING LANE,#04-113,MIDVIEW CITY,573971,68468872
ALPHA BUILDERS (2015) PTE. LTD.,201533806G,CW01,C3,na,1/1/2019,140,PAYA LEBAR ROAD,#06-15,AZ @ PAYA LEBAR,409015,63847757
ALPHA BUILDERS (2015) PTE. LTD.,201533806G,CW02,C3,na,1/1/2019,140,PAYA LEBAR ROAD,#06-15,AZ @ PAYA LEBAR,409015,63847757
ALPHA BUILDERS (2015) PTE. LTD.,201533806G,CR13,L1,na,1/1/2019,140,PAYA LEBAR ROAD,#06-15,AZ @ PAYA LEBAR,409015,63847757
ALPHA CELSIUS PTE LTD,199301621N,ME01,L2,na,1/6/2019,22,WOODLANDS LINK,#02-41,na,738734,67636177
ALPHA COOL ENGINEERING PTE. LTD.,200823116E,ME01,L1,na,1/11/2018,30,KAKI BUKIT ROAD 3,#06-02,EMPIRE TECHNO CENTRE,417819,67493810
ALPHA M&E PTE. LTD,201410939D,ME05,L1,na,1/6/2017,32,CASSIA CRESCENT,#01-58,na,390032,90625534
ALPHA MECHANICAL & ELECTRICAL ENGINEERING,44283800W,ME05,L1,na,1/2/2018,1034,EUNOS AVE 5,#01-46,na,409743,67455823
ALPHA MEDIA PTE LTD,199404690E,ME04,L4,na,1/10/2018,67,UBI CRESCENT,#03-10,TECHINQUES CENTRE,408560,68427333
ALPHA PLASTERCEIL DECOR PTE LTD,199100671N,TR06,Single Grade,na,1/9/2018,10,KAKI BUKIT ROAD 1,#01-12,KB INDUSTRIAL BUILDING,416175,67413200
ALPHAWAVE TECHNOLOGY (S) PTE LTD,200003932W,ME04,L1,na,1/10/2018,115A,COMMONWEALTH DRIVE,#05-24,TANGLIN HALT INDUSTRIAL ESTATE,149596,64710755
ALPHINE BUILDERS PTE LTD,200515686K,CW01,C1,na,1/10/2018,7,TOA PAYOH INDUSTRIAL PARK,#01-1259,na,319059,67522212
ALPINE AIRE SERVICES PTE LTD,200721505D,ME01,L1,na,1/3/2019,7030,ANG MO KIO AVENUE 5,#06-04,NORTHSTAR@AMK,569880,67588911
ALRIC DESIGN-BUILD INTERIORS PTE LTD,200915067D,CR06,L3,na,1/7/2019,9,TAGORE LANE,#01-19,9 @TAGORE,787472,68538822
ALRIC MEP ENGINEERING PTE. LTD.,200206245W,ME01,L1,na,1/8/2019,9,TAGORE LANE,#01-19,9@TAGORE,787472,68538822
ALRIC MEP ENGINEERING PTE. LTD.,200206245W,ME05,L1,na,1/8/2019,9,TAGORE LANE,#01-19,9@TAGORE,787472,68538822
ALRIC MEP ENGINEERING PTE. LTD.,200206245W,CR01,Single Grade,na,1/8/2019,9,TAGORE LANE,#01-19,9@TAGORE,787472,68538822
ALRIC PROJECTS PTE LTD,201127864N,CR06,L1,na,1/9/2017,9,TAGORE LANE,#01-19,9@TAGORE,787472,68538822
ALSALE HOLDINGS PTE. LTD.,200405921C,CW01,C3,na,1/3/2018,20,ANG MO KIO INDUSTRIAL PARK 2A,#05-28,AMK TECH LINK,567761,64812860
ALSALE HOLDINGS PTE. LTD.,200405921C,RW01,Single Grade,na,1/3/2018,20,ANG MO KIO INDUSTRIAL PARK 2A,#05-28,AMK TECH LINK,567761,64812860
ALSECURE INTERNATIONAL PTE. LTD.,200412189W,CR18,Single Grade,na,1/11/2019,14,NEW INDUSTRIAL ROAD,#02-03,HUDSON INDUSTRIAL BUILDING,536203,62881110
ALSTERN TECHNOLOGIES SINGAPORE PTE. LTD.,200406842Z,CW01,C3,na,1/8/2018,3029A,UBI ROAD 3,#01-96,na,408661,67471527
ALSTERN TECHNOLOGIES SINGAPORE PTE. LTD.,200406842Z,ME01,L5,na,1/8/2018,3029A,UBI ROAD 3,#01-96,na,408661,67471527
ALSTOM ASIA PTE. LTD.,199903314E,ME11,L3,na,1/1/2017,50,RAFFLES PLACE,#25-01,SINGAPORE LAND TOWER,48623,62361608
ALSTOM ASIA PTE. LTD.,199903314E,SY08,L2,na,1/1/2017,50,RAFFLES PLACE,#25-01,SINGAPORE LAND TOWER,48623,62361608
ALSTOM ASIA PTE. LTD.,199903314E,SY09,L3,na,1/1/2017,50,RAFFLES PLACE,#25-01,SINGAPORE LAND TOWER,48623,62361608
ALSYS PTE. LTD.,200313337N,CW01,C1,na,1/1/2019,3016,BEDOK NORTH AVENUE 4,#07-11,EASTECH,489947,64406636
ALSYS PTE. LTD.,200313337N,ME05,L4,na,1/1/2019,3016,BEDOK NORTH AVENUE 4,#07-11,EASTECH,489947,64406636
ALTECH ALUMINIUM AND INTERIOR DESIGN,52861399E,RW01,Single Grade,na,1/11/2018,15,YISHUN INDUSTRIAL STREET 1,#08-05,WIN 5,768091,67472995
ALTECH EQUIPMENT SYSTEMS PTE LTD,201118276Z,SY08,L1,na,1/4/2018,1,BT BATOK CRES,Aug-35,WCEGA PLAZA,658064,65701293
ALTIS GLOBAL ENGINEERING PTE LTD,201504422M,CR01,Single Grade,na,1/5/2018,9012,TAMPINES STREET 93,#04-191,INDUSTRIAL PARK A,528845,66363707
ALTO CONSTRUCTION AND ENGINEERING SERVICES PTE. LTD.,200810444W,CW01,C3,na,1/7/2018,19,BURN ROAD,#05-02,ADVANCE BUILDING,369974,62823240
ALTO CONSTRUCTION AND ENGINEERING SERVICES PTE. LTD.,200810444W,CR05,L1,na,1/7/2018,19,BURN ROAD,#05-02,ADVANCE BUILDING,369974,62823240
ALTO CONSTRUCTION AND ENGINEERING SERVICES PTE. LTD.,200810444W,CR13,L1,na,1/7/2018,19,BURN ROAD,#05-02,ADVANCE BUILDING,369974,62823240
ALTONA SYSTEMS PRIVATE LIMITED,201205095C,ME06,L1,na,1/9/2017,322A,KING GEORGE'S AVENUE,na,KING GEORGE'S BUILDING,208565,62968958
ALTOVO BUILDERS PTE. LTD.,201527826Z,CR01,Single Grade,na,1/11/2018,8,BOON LAY WAY,#10-15,8 @ TRADEHUB 21,609964,67950579
ALTRON COMMUNICATIONS PTE. LTD.,200600674Z,ME04,L1,na,1/7/2019,2,ANG MO KIO STREET 64,#05-01D,ECON INDUSTRIAL BUILDING,569084,67594415
ALTUS FACILITIES ENGINEERING PTE. LTD.,200102698D,CW01,C3,na,1/3/2019,42,HAZEL PARK TERRACE,na,na,678875,62621903
ALTUS FACILITIES ENGINEERING PTE. LTD.,200102698D,CW02,C3,na,1/3/2019,42,HAZEL PARK TERRACE,na,na,678875,62621903
ALTUS FACILITIES ENGINEERING PTE. LTD.,200102698D,CR03,Single Grade,na,1/3/2019,42,HAZEL PARK TERRACE,na,na,678875,62621903
ALTUS FACILITIES ENGINEERING PTE. LTD.,200102698D,CR07,L1,na,1/3/2019,42,HAZEL PARK TERRACE,na,na,678875,62621903
ALTUS FACILITIES ENGINEERING PTE. LTD.,200102698D,ME11,L4,na,1/3/2019,42,HAZEL PARK TERRACE,na,na,678875,62621903
ALTUS STEEL TECH (S) PTE. LTD.,200408574H,CW01,C3,na,1/5/2017,42,HAZEL PARK TERRACE,na,na,678875,62621903
ALTUS STEEL TECH (S) PTE. LTD.,200408574H,ME11,L1,na,1/5/2017,42,HAZEL PARK TERRACE,na,na,678875,62621903
ALUMEX ALLIANCE HOLDINGS PTE. LTD.,199408629Z,CW01,C3,na,1/9/2019,38,LOYANG DRIVE,#01-01,LOYANG INDUSTRIAL ESTATE,508960,63421221
ALUMNI CONSTRUCTION & TRADING PTE. LTD.,198802451M,CW01,C1,na,1/7/2018,20,ANG MO KIO INDUSTRIAL PARK 2A,#02-06,AMK TECHLINK,567761,64825798
ALY LIFTING & FOUNDATION PRIVATE LIMITED,201101008K,ME11,L1,na,1/6/2018,50,TUAS AVENUE 11,#01-18,TUAS LOT,639107,62668558
AM AIRCON ENGINEERING (S) PTE. LTD.,201426430H,CR01,Single Grade,na,1/12/2017,219,PETIR ROAD,#03-321,na,670219,94246461
AM CONSULTANCY,53081471D,ME12,L1,na,1/1/2017,12,NEW INDUSTRIAL ROAD,#05-02,MORNINGSTAR CENTRE,536202,62851550
AM ENGINEERING & CONSULTANCY PTE. LTD.,201509121Z,ME12,L1,na,1/11/2019,12,NEW INDUSTRIAL ROAD,#05-02,MORNINGSTAR CENTRE,536202,62851550
AM-LINKS CONTRACTS SERVICES PTE. LTD.,200509605E,CR06,L1,na,1/10/2018,422,PASIR RIS DRIVE 6,#12-147,na,510422,65848771
AMA ENGINEERING PTE. LTD.,201620060W,SY05,L1,na,1/10/2019,89,SHORT STREET,#04-09,GOLDEN WALL CENTRE,188216,91466534
AMAZE ENGINEERING SOLUTIONS PTE. LTD.,201420361E,ME01,L1,na,1/11/2017,89,SHORT STREET,#04-09,GOLDEN WALL CENTRE,188216,98072150
AMAZING WERXS PTE. LTD.,201215763C,CR06,L1,na,1/12/2018,32,CHANGI SOUTH STREET 1,na,na,486768,65460435
AMBIENCE BUILDER SINGAPORE PTE. LTD.,200915873H,CR06,L1,na,1/8/2017,122,EUNOS AVENUE 7,#02-18,RICHFIELD INDUSTRIAL CENTRE,409575,68412555
AMBUILD CONSTRUCTION PTE LTD,201334246Z,CR01,Single Grade,na,1/8/2017,5001,BEACH ROAD,#07-28,GOLDEN MILE COMPLEX,199588,62942823
AMBUILDER ENGINEERING PTE LTD,200714313R,CW01,C3,na,1/5/2018,10,ANSON ROAD,#15-14,INTERNATIONAL PLAZA,79903,93867312
AMBUILDER ENGINEERING PTE LTD,200714313R,CW02,C3,na,1/5/2018,10,ANSON ROAD,#15-14,INTERNATIONAL PLAZA,79903,93867312
AMCE GROUP PTE. LTD.,200708203R,CW01,C1,na,1/7/2017,21,Toh Guan Road East,#05-13,Toh Guan Centre,608609,65156686
AMCOOL PTE LTD,201224188R,ME01,L1,na,1/5/2017,8,TOA PAYOH INDUSTRIAL PARK,#01-1233,na,319060,96893479
AMCROTECH PTE LTD,199201399D,ME01,L5,na,1/4/2017,2,KAKI BUKIT VIEW,#03-00,KAKI BUKIT TECH PARK II,415942,67482182
AMCROTECH PTE LTD,199201399D,ME06,L1,na,1/4/2017,2,KAKI BUKIT VIEW,#03-00,KAKI BUKIT TECH PARK II,415942,67482182
