company_name,uen_no,workhead,grade,additional_info,expiry_date,building_no,street_name,unit_no,building_name,postal_code,tel_no
K.G.M. BROTHERS CONTRACTORS PTE LTD,198401827G,CW02,C1,na,1/9/2018,180,KITCHENER ROAD,#06-08,CITY SQUARE MALL,208539,62934439
K.G.M. BROTHERS CONTRACTORS PTE LTD,198401827G,CR07,L4,na,1/9/2018,180,KITCHENER ROAD,#06-08,CITY SQUARE MALL,208539,62934439
K.H. LAND PTE LTD,199304897G,CW01,C3,na,1/1/2017,9,SUNGEI KADUT STREET 2,na,na,729230,65641479
K.K.ROOFING CONTRACTORS PTE. LTD.,201324929K,CR01,Single Grade,na,1/2/2017,361,YUNG ANN ROAD,#05-111,na,610361,65286394
K.L.I.E. RENTALS PTE LTD,198302349N,ME11,L1,na,1/11/2019,4,TUAS BASIN LINK,na,na,638758,68622855
K.L.I.E. RENTALS PTE LTD,198302349N,SY08,L1,na,1/11/2019,4,TUAS BASIN LINK,na,na,638758,68622855
K.S.M. ENGINEERING PTE LTD,198302142H,SY10,L4,na,1/1/2018,5001,BEACH ROAD,#08-07,GOLDEN MILE COMPLEX,199588,62913660
K.S.M. ENGINEERING PTE LTD,198302142H,CR16,L4,na,1/1/2018,5001,BEACH ROAD,#08-07,GOLDEN MILE COMPLEX,199588,62913660
K.S.M. ENGINEERING PTE LTD,198302142H,CR18,Single Grade,na,1/1/2018,5001,BEACH ROAD,#08-07,GOLDEN MILE COMPLEX,199588,62913660
K.T INTERNATIONAL PTE. LTD.,200501089M,SY08,L1,na,1/9/2019,3017A,UBI ROAD 1,#01-16,na,408709,67492550
K.T INTERNATIONAL PTE. LTD.,200501089M,CR01,Single Grade,na,1/9/2019,3017A,UBI ROAD 1,#01-16,na,408709,67492550
K.T.CENTURY ENGINEERING CONSTRUCTION AND DEVELOPMENT PTE.LTD.,201605895M,TR10,Single Grade,na,1/9/2019,48,TOH GUAN ROAD EAST,#08-128,ENTERPRISE HUB,608586,68162721
K.U.S METAL WORKS PTE. LTD.,201618663K,CR01,Single Grade,na,1/11/2019,65,SENOKO DRIVE,na,na,758239,67702222
K.U.S PRE-CAST (S) PTE LTD,200800590N,SY06,L5,na,1/5/2017,14,SENOKO LOOP,na,na,758150,67702222
K.YANG ENGINEERING PTE. LTD.,200721248D,ME06,L1,na,1/11/2017,1,YISHUN INDUSTRIAL STREET 1,#05-25,A'POSH BIZHUB,768160,98524565
K1 CONSTRUCTION,53091166C,CR03,Single Grade,na,1/11/2019,745,WOODLANDS CIRCLE,#03-738,na,730745,90279949
K5 CONSTRUCTION PTE LTD,201603432M,CR01,Single Grade,na,1/4/2019,18,NEW INDUSTRIAL ROAD,#06-28,na,536205,62837988
KA ENGINEERING & CONSTRUCTION PTE. LTD.,201302713N,CR01,Single Grade,na,1/6/2019,86,MARINE PARADE CENTRAL,#04-312,na,440086,85714256
KA-TECH ASIA PTE. LTD.,201204746N,CW02,C3,na,1/7/2019,11,WOODLANDS CLOSE,#08-20,WOODLANDS 11,737853,67932186
KAA GENERAL CONTRACTORS PTE. LTD.,200908081N,CR01,Single Grade,na,1/11/2017,89,SHORT STREET,#09-01,GOLDEN WALL CENTRE,188216,63388416
KAAK HOH ENGINEERING PTE LTD,200807876M,TR01,Single Grade,na,1/9/2019,1037,SERANGOON ROAD,#04-02,EURO ASIA APARTMENTS,328170,68485383
KABA SECURITY PTE LTD,199205654G,ME04,L3,na,1/6/2017,29,TAI SENG STREET,#01-01,JACKSON DESIGN HUB,534120,66920640
KABA SECURITY PTE LTD,199205654G,CR18,Single Grade,na,1/6/2017,29,TAI SENG STREET,#01-01,JACKSON DESIGN HUB,534120,66920640
KAELUM PTE. LTD.,201330528N,CR06,L1,na,1/4/2018,11,WOODLANDS CLOSE,#10-20,WOODLANDS 11,737853,67343212
KAER PTE. LTD.,199308292K,ME01,L5,na,1/10/2018,1,FUSIONOPOLIS WALK,#02-11,SOLARIS,138628,67355640
KAER PTE. LTD.,199308292K,ME02,L1,na,1/10/2018,1,FUSIONOPOLIS WALK,#02-11,SOLARIS,138628,67355640
KAH DEVELOPMENT PTE LTD,201220038M,CW01,C3,na,1/8/2019,96A,JALAN SENANG,na,na,418481,67495000
KAH ENGINEERING (1986) PTE. LTD.,198602510W,CW01,B1,na,1/7/2019,96B,JALAN SENANG,na,KAH BUILDING,418482,64457200
KAH ENGINEERING (1986) PTE. LTD.,198602510W,ME01,L2,na,1/7/2019,96B,JALAN SENANG,na,KAH BUILDING,418482,64457200
KAH ENGINEERING (1986) PTE. LTD.,198602510W,ME05,L4,na,1/7/2019,96B,JALAN SENANG,na,KAH BUILDING,418482,64457200
KAH ENGINEERING (1986) PTE. LTD.,198602510W,ME06,L1,na,1/7/2019,96B,JALAN SENANG,na,KAH BUILDING,418482,64457200
KAH ENGINEERING (1986) PTE. LTD.,198602510W,ME11,L1,na,1/7/2019,96B,JALAN SENANG,na,KAH BUILDING,418482,64457200
KAH PENG CONSTRUCTION PTE. LTD.,200910741M,CW01,C3,na,1/7/2019,325A,BALESTIER ROAD,na,na,329755,97668746
KAH SING DEVELOPMENT ENGINEERING PTE LTD,199102542E,CW02,C3,na,1/11/2017,24A,Senoko Loop,na,na,758157,64814914
KAH SING DEVELOPMENT ENGINEERING PTE LTD,199102542E,CR07,L1,na,1/11/2017,24A,Senoko Loop,na,na,758157,64814914
KAH SING DEVELOPMENT ENGINEERING PTE LTD,199102542E,SY09,L1,na,1/11/2017,24A,Senoko Loop,na,na,758157,64814914
KAH SING DEVELOPMENT ENGINEERING PTE LTD,199102542E,SY12,L1,na,1/11/2017,24A,Senoko Loop,na,na,758157,64814914
KAI HE PTE. LTD.,200307979C,CR18,Single Grade,na,1/8/2019,150,SOUTH BRIDGE ROAD,#B1-10,FOOK HAI BUILDING,58727,64479865
KAI JIAN TRADING,52837689J,CR01,Single Grade,na,1/4/2018,1046,EUNOS AVENUE 5,#01-139,na,409746,90666589
KAI LUN ENGINEERING PTE. LTD.,201011032W,CR06,L1,na,1/12/2018,60,KAKI BUKIT PLACE,#05-13,EUNOS TECHPARK,415979,68464248
KAI SIN ENGINEERING SERVICES PTE LTD,201543603D,ME05,L1,na,1/6/2019,3024,UBI ROAD 3,#03-87,KAMPONG UBI INDUSTRIAL ESTATE,408652,62465875
KAILIAN E-RESOURCE MANAGEMENT PTE. LTD.,201226572H,CR01,Single Grade,na,1/6/2019,160,LORONG 1 TOA PAYOH,#06-1584,TOA PAYOH GREEN,310160,98561959
KAIYO CONSTRUCTORS PTE. LTD.,201432467R,CW02,C3,na,1/4/2018,80,GENTING LANE,#04-03C,RUBY INDUSTRIAL COMPLEX,349565,92209205
KAIYO CONSTRUCTORS PTE. LTD.,201432467R,ME01,L1,na,1/4/2018,80,GENTING LANE,#04-03C,RUBY INDUSTRIAL COMPLEX,349565,92209205
KAIYO CONSTRUCTORS PTE. LTD.,201432467R,MW03,L1,na,1/4/2018,80,GENTING LANE,#04-03C,RUBY INDUSTRIAL COMPLEX,349565,92209205
KAIZEN PTE. LTD.,200512144R,ME01,L1,na,1/12/2019,30,LOYANG WAY,#07-17,na,508769,93392823
KAJIMA CORPORATION,S64FC1626A,CW02,C1,na,1/10/2018,80,MARINE PARADE ROAD,#14-01,PARKWAY PARADE,449269,63480200
KAJIMA OVERSEAS ASIA PTE LTD,198801309E,CW01,A1,na,1/7/2019,80,MARINE PARADE ROAD,#06-01,PARKWAY PARADE,449269,63440066
KAJIMA OVERSEAS ASIA PTE LTD,198801309E,CW02,C1,na,1/7/2019,80,MARINE PARADE ROAD,#06-01,PARKWAY PARADE,449269,63440066
KAJIMA OVERSEAS ASIA PTE LTD,198801309E,CR06,L6,na,1/7/2019,80,MARINE PARADE ROAD,#06-01,PARKWAY PARADE,449269,63440066
KAJIMA OVERSEAS ASIA PTE LTD,198801309E,CR16,L6,na,1/7/2019,80,MARINE PARADE ROAD,#06-01,PARKWAY PARADE,449269,63440066
KAJIMA OVERSEAS ASIA PTE LTD,198801309E,CR01,Single Grade,na,1/7/2019,80,MARINE PARADE ROAD,#06-01,PARKWAY PARADE,449269,63440066
KAJO MULTI SERVICES,53143602X,CW01,C3,na,1/6/2018,35,KALLANG PUDDING ROAD,#03-03D ,"BLOCK B, TONG LEE BUILDING",349315,93571544
KAK WEE CONSTRUCTION PTE LTD,199900301K,CW02,C3,na,1/3/2017,315B,ANG MO KIO STREET 31,#05-319,na,563315,64588291
KAK WEE CONSTRUCTION PTE LTD,199900301K,CR07,L3,na,1/3/2017,315B,ANG MO KIO STREET 31,#05-319,na,563315,64588291
KALF ENGINEERING PTE LTD,200823022Z,ME11,L1,na,1/9/2019,10,SCIENCE PARK ROAD,#03-03,THE ALPHA,117684,64491677
KAN SHING ENGINEERING PTE LTD,200920892Z,CW01,C3,na,1/4/2019,5,TANAH MERAH KECHIL,#04-05,THE TANAMERA,466665,96530166
KAN SHING ENGINEERING PTE LTD,200920892Z,CR05,L1,na,1/4/2019,5,TANAH MERAH KECHIL,#04-05,THE TANAMERA,466665,96530166
KANDENKO CO LTD,S78FC2739K,ME01,L2,na,1/4/2017,6001,BEACH ROAD,#20-03,GOLDEN MILE TOWER,199589,62597700
KANDENKO CO LTD,S78FC2739K,ME04,L1,na,1/4/2017,6001,BEACH ROAD,#20-03,GOLDEN MILE TOWER,199589,62597700
KANDENKO CO LTD,S78FC2739K,ME05,L6,na,1/4/2017,6001,BEACH ROAD,#20-03,GOLDEN MILE TOWER,199589,62597700
KANDENKO CO LTD,S78FC2739K,ME06,L2,na,1/4/2017,6001,BEACH ROAD,#20-03,GOLDEN MILE TOWER,199589,62597700
KANG GAY IRON WORKS & GENERAL CONTRACTOR,23486200M,RW01,Single Grade,na,1/6/2017,2022,BUKIT BATOK STREET 23,#01-118,na,659527,64455459
KANG KWANG HUA CONTRACTOR PTE. LTD.,200203836N,MW02,L2,na,1/3/2019,122,HOUGANG AVE 1,#01-1360,na,530122,96267834
KANG SHENG ENGINEERING PTE. LTD.,201410471N,CW01,C3,na,1/4/2019,55,SERANGOON NORTH AVENUE 4,#04-02,S9 BUILDING,555859,62513200
KANG SHENG ENGINEERING PTE. LTD.,201410471N,CR06,L2,na,1/4/2019,55,SERANGOON NORTH AVENUE 4,#04-02,S9 BUILDING,555859,62513200
KANG ZHU QIAN CONSTRUCTION PTE LTD,199707866C,CR07,L1,na,1/5/2017,102,YISHUN AVENUE 5,#03-119,na,760102,67528076
KANG ZHU QIAN CONSTRUCTION PTE LTD,199707866C,CR01,Single Grade,na,1/5/2017,102,YISHUN AVENUE 5,#03-119,na,760102,67528076
KANGIR PTE. LTD.,200308620M,CR01,Single Grade,na,1/5/2017,18,BOON LAY WAY,#09-1126,TRADEHUB 21,609966,62678471
KANSAI PAINT (SINGAPORE) PTE LTD,196300029C,CR09,L4,na,1/4/2017,74,JOO KOON CIRCLE,na,na,629093,62618621
KANTHI PTE. LTD.,200807779K,CR03,Single Grade,na,1/10/2018,6,UBI ROAD 1,#02-03,WINTECH CENTRE,408726,90694030
KAO LEE ALUMINIUM INDUSTRIAL PTE. LTD.,199200559E,CR16,L6,na,1/9/2018,13,CHANGI SOUTH STREET 1,na,CHANGI SOUTH INDUSTRIAL ESTATE,486785,65457700
KAO LEE ALUMINIUM INDUSTRIAL PTE. LTD.,199200559E,RW01,Single Grade,na,1/9/2018,13,CHANGI SOUTH STREET 1,na,CHANGI SOUTH INDUSTRIAL ESTATE,486785,65457700
KAO LEE ALUMINIUM INDUSTRIAL PTE. LTD.,199200559E,CR17,Single Grade,na,1/9/2018,13,CHANGI SOUTH STREET 1,na,CHANGI SOUTH INDUSTRIAL ESTATE,486785,65457700
KAO LEE ALUMINIUM INDUSTRIAL PTE. LTD.,199200559E,CR18,Single Grade,na,1/9/2018,13,CHANGI SOUTH STREET 1,na,CHANGI SOUTH INDUSTRIAL ESTATE,486785,65457700
KAR SENG CONSTRUCTION PTE. LTD.,201503127G,CW01,C3,na,1/3/2019,140,UPPER BUKIT TIMAH ROAD,#03-15,BEAUTY WORLD PLAZA,588176,67582385
KAR SENG CONSTRUCTION PTE. LTD.,201503127G,CW02,C3,na,1/3/2019,140,UPPER BUKIT TIMAH ROAD,#03-15,BEAUTY WORLD PLAZA,588176,67582385
KARIMUN GRANITE (SINGAPORE) PTE LTD,198703440C,SY01A,L5,na,1/4/2018,20,SIN MING LANE,#05-63,MIDVIEW CITY,573968,65706702
KARIO GLASS CONSTRUCTION,52911992K,CR06,L1,na,1/7/2018,48,TOH GUAN ROAD EAST,#06-111,ENTERPRISE HUB,608586,63167229
KARLAVE GENERAL CONTRACTOR PTE LTD,200708942W,CR01,Single Grade,na,1/3/2019,1,PEMIMPIN DRIVE,#11-03,ONE PEMIMPIN,576151,63568560
KARTHIKA ELECTRICAL PTE. LTD.,201006417H,ME06,L1,na,1/10/2019,30,TUAS VIEW PLACE,na,LINKPOINT PLACE,637876,62616162
KASZON PTE LTD,200007153D,CW01,C3,na,1/10/2018,10,HOE CHIANG ROAD,#27-02,KEPPEL TOWERS,89315,67558387
KASZON PTE LTD,200007153D,SY10,L5,na,1/10/2018,10,HOE CHIANG ROAD,#27-02,KEPPEL TOWERS,89315,67558387
KATONG FLOWERSHOP (PTE.) LTD.,197402311G,MW03,L1,na,1/11/2018,328,JOO CHIAT ROAD,#01-04,JOO CHIAT APARTMENTS,427585,64422000
KAU SHENG ALUMINIUM INTERIOR DESIGN PTE. LTD.,201102675K,CR06,L1,na,1/12/2019,3013,BEDOK INDUSTRIAL PARK E,#01-2122,BEDOK INDUSTRIAL PARK E,489979,64429058
KAU SHENG ALUMINIUM INTERIOR DESIGN PTE. LTD.,201102675K,RW01,Single Grade,na,1/12/2019,3013,BEDOK INDUSTRIAL PARK E,#01-2122,BEDOK INDUSTRIAL PARK E,489979,64429058
KAY LIM CONSTRUCTION & TRADING PTE LTD,198900654E,CW01,A1,na,1/10/2017,4,WOODLANDS LOOP,na,na,738204,67437557
KAY LIM CONSTRUCTION & TRADING PTE LTD,198900654E,CW02,B1,na,1/10/2017,4,WOODLANDS LOOP,na,na,738204,67437557
KAY-LINK CONSTRUCTION PTE. LTD.,200922172E,CW01,C3,na,1/2/2019,459,MACPHERSON ROAD,#02-01,na,368177,62923380
KAY-LINK CONSTRUCTION PTE. LTD.,200922172E,CR01,Single Grade,na,1/2/2019,459,MACPHERSON ROAD,#02-01,na,368177,62923380
KAYANGAN ENTERPRISE,53163585J,CR06,L1,na,1/2/2017,3018,BEDOK NORTH STREET 5,#04-24,EASTLINK,486132,82828281
KBC INTERNATIONAL TRADING PTE. LTD.,201508526R,CR01,Single Grade,na,1/8/2019,200,JALAN SULTAN,#08-08,TEXTILE CENTRE,199018,65355464
KBE AIR-CONDITIONING & ENGINEERING PTE. LTD.,200600683C,ME01,L1,na,1/8/2019,53,UBI AVENUE 1,#05-56,PAYA UBI INDUSTRIAL PARK,408934,65067330
KBI CONTRACTS & MARKETING PTE LTD,199504288E,CR01,Single Grade,na,1/8/2018,20,WOODLANDS LINK,#05-40,WOODLANDS EAST INDUSTRIAL ESTATE,738733,67528062
KBN CONSTRUCTION PTE LTD,201601096C,ME06,L1,na,1/7/2019,38,DEFU LANE 10,#03-11,HDB INDUSTRIAL BUILDING,539215,67110844
KC CONSTRUCTION PTE LTD,198905376K,CR05,L1,na,1/7/2017,44,Kallang Place,#05-03,Four Star Building,339172,62991139
KC CONSTRUCTION PTE LTD,198905376K,CR13,L1,na,1/7/2017,44,Kallang Place,#05-03,Four Star Building,339172,62991139
KC GLOBAL PTE. LTD.,200719294R,CR09,L1,na,1/10/2019,10,KAKI BUKIT ROAD 2,#03-40,FIRST EAST CENTRE,417868,66358295
KC PLUMBING ELECTRICAL & RENOVATION,53044104K,CR01,Single Grade,na,1/5/2019,30,KAKI BUKIT ROAD 3,#03-05,EMPIRE TECHNOCENTRE,417819,67425688
KC SINGAPORE PTE LTD,201605736M,CR06,L1,na,1/4/2019,596C,ANG MO KIO STREET 52,#24-339,CITY VIEW @ CHENG SAN,563596,81805671
KC2 CARPENTRY PTE. LTD.,201203679N,CR06,L1,na,1/4/2019,61,WOODLANDS INDUSTRIAL PARK E9,#02-18,E9 PREMIUM,757047,63686832
KCC (SINGAPORE) PTE LTD,199202641M,CR09,L4,na,1/1/2017,1,TUAS AVENUE 2,na,na,639441,68620100
KD ENGINEERING PTE LTD,201227571N,ME11,L1,na,1/1/2019,7,SOON LEE STREET,#03-31,ISPACE,627608,62503890
KEAN HONG ENGINEERING PTE. LTD.,200822152R,CR01,Single Grade,na,1/7/2017,1,BUKIT BATOK STREET 22,#01-02,na,659592,65620138
KEAT SENG PILING PTE. LTD.,200616018R,CW02,C2,na,1/10/2019,6,TAGORE DRIVE,#03-01,TAGORE BUILDING,787623,63966561
KEAT SENG PILING PTE. LTD.,200616018R,CR08,L6,na,1/10/2019,6,TAGORE DRIVE,#03-01,TAGORE BUILDING,787623,63966561
KEE ENGINEERING & CONSTRUCTION PTE LTD,201511162H,CR01,Single Grade,na,1/5/2018,118,ALJUNIED AVENUE 2,#02-112,na,380118,65553615
KEE HARDWARE PTE. LTD.,201111409W,CR01,Single Grade,na,1/3/2018,211,KAKI BUKIT AVENUE 1,na,SHUN LI INDUSTRIAL PARK,416040,68485985
KEE LINK INTERIOR PTE. LTD.,201608148H,CR06,L1,na,1/12/2019,48,TOH GUAN ROAD EAST,#09-131,ENTERPRISE HUB,608586,64932666
KEE MIN AUTO SUPPLY CO. PTE. LTD.,198802561Z,SY09,L1,na,1/7/2017,22,BALAM ROAD,#04-146,na,370022,67441322
KEE SAFETY SINGAPORE PTE LTD,201403738N,SY10,L1,na,1/8/2019,8,KAKI BUKIT AVENUE 4,#08-27,PREMIER @ KAKI BUKIT,415875,63854166
KEEHANS PTE LTD,201230984C,CR04,L1,na,1/1/2019,7,MANDAI LINK,#07-07,MANDAI CONNECTION,728653,66854037
KEENG XING ELECTRICAL PTE. LTD.,200610970W,ME05,L1,na,1/1/2019,3012,BEDOK INDUSTRIAL PARK E,#02-2026,na,489978,64459338
KEENTEC MARKETING & ENTERPRISE PTE LTD,199805689C,ME09,L1,na,1/7/2018,1,KAKI BUKIT AVENUE 3,#10-07,KB-1,416087,68420277
KEENTEC MARKETING & ENTERPRISE PTE LTD,199805689C,RW02,Single Grade,na,1/7/2018,1,KAKI BUKIT AVENUE 3,#10-07,KB-1,416087,68420277
KEENTECH ALUMINIUM & GLAZING PTE. LTD.,200908685E,CR16,L2,na,1/4/2019,10,ADMIRALTY STREET,#02-19,NORTH LINK BUILDING,757695,67521838
KEENTECH ALUMINIUM & GLAZING PTE. LTD.,200908685E,RW01,Single Grade,na,1/4/2019,10,ADMIRALTY STREET,#02-19,NORTH LINK BUILDING,757695,67521838
KEENTECH ALUMINIUM & GLAZING PTE. LTD.,200908685E,CR17,Single Grade,na,1/4/2019,10,ADMIRALTY STREET,#02-19,NORTH LINK BUILDING,757695,67521838
KEENTECH ALUMINIUM & GLAZING PTE. LTD.,200908685E,CR18,Single Grade,na,1/4/2019,10,ADMIRALTY STREET,#02-19,NORTH LINK BUILDING,757695,67521838
KEESS ENGINEERING & ENTERPRISE PTE LTD,199902771K,CR06,L1,na,1/4/2017,52,UBI AVENUE 3,#03-45,FRONTIER,408867,62412916
KEESS ENGINEERING & ENTERPRISE PTE LTD,199902771K,SY06,L1,na,1/4/2017,52,UBI AVENUE 3,#03-45,FRONTIER,408867,62412916
KEIFER CONSTRUCTION PRIVATE LIMITED,200721637W,CW01,C3,na,1/3/2019,15,CHANGI NORTH STREET 1,#01-03,na,498765,63855396
"KEIHIN KAIHATSU KOGYO CO., LTD. SINGAPORE BRANCH",T11FC0183E,CW02,C3,na,1/6/2018,28,MAXWELL ROAD,#04-04A,RED DOT TRAFFIC,69120,62855098
KEITO ENGINEERING & CONSTRUCTION PTE. LTD.,200511015W,CR01,Single Grade,na,1/11/2017,750,CHAI CHEE ROAD,#03-10,VIVA BUSINESS PARK,469000,63639982
KELINGTON ENGINEERING (S) PTE. LTD.,200608338Z,ME11,L2,na,1/9/2018,29,MANDAI ESTATE,#07-08,INNOVATION PLACE,729932,66341683
KELLE SERVICES PTE LTD,200803508R,MW02,L4,na,1/9/2019,4027,ANG MO KIOINDUSTRIAL PARK 1,#01-247,ANG MO KIOINDUSTRIAL PARK ,569638,64549712
KELLER FOUNDATIONS (S E ASIA) PTE LTD,197401826K,CR08,L2,na,1/10/2018,18,BOON LAY WAY,#04-104,TRADEHUB 21,609966,63168500
KELLER FOUNDATIONS (S E ASIA) PTE LTD,197401826K,CR12,L6,na,1/10/2018,18,BOON LAY WAY,#04-104,TRADEHUB 21,609966,63168500
KELLER FOUNDATIONS (S E ASIA) PTE LTD,197401826K,CR15,Single Grade,na,1/10/2018,18,BOON LAY WAY,#04-104,TRADEHUB 21,609966,63168500
KEMBLA AIR-CON  (S) PTE LTD,199904603C,ME01,L5,na,1/3/2018,32,KAKI BUKIT INDUSTRIAL TERRACE,na,na,416112,67473600
KEN LEONG CONSTRUCTION PTE. LTD.,200307628D,CR16,L1,na,1/11/2018,47,BEACH ROAD,#02-03,KHENG CHIU BUILDING,189683,63374414
KEN LEONG CONSTRUCTION PTE. LTD.,200307628D,RW01,Single Grade,na,1/11/2018,47,BEACH ROAD,#02-03,KHENG CHIU BUILDING,189683,63374414
KEN LEONG CONSTRUCTION PTE. LTD.,200307628D,CR17,Single Grade,na,1/11/2018,47,BEACH ROAD,#02-03,KHENG CHIU BUILDING,189683,63374414
KEN PANG ENGINEERING & CONSTRUCTION PTE LTD,199902631E,ME11,L1,na,1/12/2018,151,BUKIT BATOK STREET 11,#02-256,na,650151,68960879
KEN THE BUILDER PTE LTD,201523917G,CW01,C3,na,1/4/2018,3,ANG MO KIO INDUSTRIAL PARK 2A,#02-10,AMK TECH 1,568050,64846183
KEN THON ENGINEERING  SERVICES,52909731A,CR06,L1,na,1/11/2017,1013,GEYLANG EAST AVENUE 3,#06-120,na,389728,67481193
KEN-JO INDUSTRIES PTE. LTD.,200406177K,ME09,L4,na,1/3/2019,21,WOODLANDS CLOSE,#08-06,PRIMZ BIZHUB,737854,68534601
KEN-JO INDUSTRIES PTE. LTD.,200406177K,RW02,Single Grade,na,1/3/2019,21,WOODLANDS CLOSE,#08-06,PRIMZ BIZHUB,737854,68534601
KEN-PAL (S) PTE. LTD.,198901594W,CW01,A1,na,1/10/2018,3,ANG MO KIO STREET 62,#01-60,LINK@AMK BUILDING,569139,64510303
KEN-PAL (S) PTE. LTD.,198901594W,CW02,B2,na,1/10/2018,3,ANG MO KIO STREET 62,#01-60,LINK@AMK BUILDING,569139,64510303
KEN-PAL (S) PTE. LTD.,198901594W,ME05,L5,na,1/10/2018,3,ANG MO KIO STREET 62,#01-60,LINK@AMK BUILDING,569139,64510303
KENDO M&E SOLUTIONS PTE. LTD.,201507432N,ME05,L1,na,1/12/2018,25,KAKI BUKIT ROAD 4,#08-39,SYNERGY @ KB,417800,63843622
KENG & KEONG CONSTRUCTION PTE. LTD.,200815507R,CW01,C3,na,1/3/2018,51,BUKIT BATOK CRESCENT,#06-36,UNITY CENTRE,658077,63161248
KENG & KEONG CONTRACTORS PTE. LTD.,200912847E,CW01,C3,na,1/10/2018,51,BUKIT BATOK CRESCENT,#06-36,UNITY CENTRE,658077,63161248
KENG ANN ENGINEERING,43802600D,ME11,L1,na,1/11/2018,567,HOUGANG STREET 51,#10-67,na,530567,98348089
KENG GALAXY ELECTRICAL ENGINEERING PTE LTD,201325554M,ME05,L1,na,1/7/2017,108,OWEN ROAD,na,OWEN COURT,218915,97859405
KENG HO TRADING AND TRANSPORT PTE. LTD.,200823547M,CR01,Single Grade,na,1/5/2019,998,TOA PAYOH NORTH,#02-15,na,318993,66832773
KENG YU CONSTRUCTION & TRADING,53028205D,SY01C,L1,na,1/1/2018,1,BUKIT BATOK CRESCENT,#06-42,WCEGA PLAZA,658064,65708009
KENJIN INTERNATIONAL PTE. LTD.,201022982G,ME11,L1,na,1/2/2019,190,WOODLANDS INDUSTRIAL PARK E5,#03-05,WOODLANDS BIZHUB,757516,66848922
KENRICH CONSTRUCTION PTE LTD,199500793K,CR01,Single Grade,na,1/3/2017,52,FOCH  ROAD,#03-01,na,209274,62241330
KENSETSU INTERNATIONAL (S) PTE LTD,201417608E,SY02,L1,na,1/8/2017,190,MIDDLE ROAD,#19-05,FORTUNE CENTRE,188979,91081858
KENSON ENTERPRISE (PTE) LTD,197501293D,SY09,L1,na,1/4/2017,17,JOO KOON ROAD,na,na,628977,67490708
KENSTON CONSTRUCTION PTE LTD,199004736N,CW01,B2,na,1/7/2017,6,TAGORE DRIVE,#03-05,TAGORE INDUSTRIAL BUILDING,787623,64554355
KENSTON CONSTRUCTION PTE LTD,199004736N,CW02,C3,na,1/7/2017,6,TAGORE DRIVE,#03-05,TAGORE INDUSTRIAL BUILDING,787623,64554355
KENT ENGINEERING,53272824J,ME11,L1,na,1/4/2018,12,NORRIS ROAD,na,na,208254,62939362
KENT SURVEY MANAGEMENT PTE. LTD.,200800668W,MW03,L1,na,1/3/2018,1034A,SEMBAWANG ROAD,na,na,758503,66690986
KENTIG ENGINEERING PTE. LTD.,200807234M,ME11,L1,na,1/8/2017,170,Gangsa Road,#21-38,na,670170,67767088
KENWA CORPORATION PTE. LTD.,198903937E,CW01,C2,na,1/11/2017,191,UPPER PAYA LEBAR ROAD,na,na,534871,62860800
KENYON PTE. LTD.,198804457K,CW01,C1,na,1/1/2017,8,LOYANG CRESCENT,na,na,509016,65428888
KENYON PTE. LTD.,198804457K,CR06,L6,na,1/1/2017,8,LOYANG CRESCENT,na,na,509016,65428888
KENYON PTE. LTD.,198804457K,ME01,L5,na,1/1/2017,8,LOYANG CRESCENT,na,na,509016,65428888
KENYON PTE. LTD.,198804457K,ME05,L6,na,1/1/2017,8,LOYANG CRESCENT,na,na,509016,65428888
KENYON PTE. LTD.,198804457K,ME11,L5,na,1/1/2017,8,LOYANG CRESCENT,na,na,509016,65428888
KEONG ENTERPRISE,52923052J,ME01,L1,na,1/1/2017,5028,ANG MO KIO INDUSTRIAL PARK 2,#01-185,na,569531,67522603
KEONG HONG CONSTRUCTION PTE LTD,198304731E,CW01,A1,na,1/4/2017,9,SUNGEI KADUT  STREET 2,na,na,729230,65641479
KEONG INDUSTRIES PTE LTD,200305280C,CR06,L1,na,1/11/2019,9,TUAS SOUTH AVENUE 10,#05-01,na,637014,63672722
KEONG INDUSTRIES PTE LTD,200305280C,CR18,Single Grade,na,1/11/2019,9,TUAS SOUTH AVENUE 10,#05-01,na,637014,63672722
KEPPEL SEA SCAN PTE LTD,197602159D,CR06,L4,na,1/7/2017,55,GUL ROAD,na,na,629935,62626100
KEPPEL SEA SCAN PTE LTD,197602159D,ME02,L3,na,1/7/2017,55,GUL ROAD,na,na,629935,62626100
KEPPEL SEA SCAN PTE LTD,197602159D,SY05,L6,na,1/7/2017,55,GUL ROAD,na,na,629935,62626100
KEPPEL SEA SCAN PTE LTD,197602159D,SY06,L5,na,1/7/2017,55,GUL ROAD,na,na,629935,62626100
KEPPEL SEA SCAN PTE LTD,197602159D,SY08,L5,na,1/7/2017,55,GUL ROAD,na,na,629935,62626100
KEPPEL SEA SCAN PTE LTD,197602159D,SY14,L4,na,1/7/2017,55,GUL ROAD,na,na,629935,62626100
KEPPEL SEGHERS ENGINEERING SINGAPORE PTE. LTD.,197402060R,CW01,C3,na,1/7/2017,1,HARBOURFRONT AVENUE,#05-05,KEPPEL BAY TOWER,98632,62781800
KEPPEL SEGHERS ENGINEERING SINGAPORE PTE. LTD.,197402060R,CW02,C3,na,1/7/2017,1,HARBOURFRONT AVENUE,#05-05,KEPPEL BAY TOWER,98632,62781800
